# New HSK word list (January 2012) V1.0
# Level 1 to 6 -- 5000 words
# Source : http://cedric.hartland.free.fr
# hsk source list from http://www.davidpetersson.com
# Translations from CEDICT Dictionary (see http://www.mdbg.net)
# Distributed under Creative Commons BY-NC licence
#Level	Identifier	Hanzi	PinYin	Translations
6	2617	贬低	biǎn dī	to belittle, to disparage, to play down, to demean, to degrade, to devalue,
6	2618	贬义	biǎn yì	derogatory sense, negative connotation,
6	2619	遍布	biàn bù	to cover the whole (area), to be found throughout,
6	2620	便利	biàn lì	convenient, easy, to facilitate,
6	2621	便条	biàn tiáo	(informal) note, CL:張|张,個|个[gè],
6	2622	便于	biàn yú	easy to, convenient for,
6	2623	变故	biàn gù	an unforeseen event, accident, misfortune,
6	2624	变迁	biàn qiān	changes, vicissitudes,
6	2625	变质	biàn zhì	to degenerate, to go bad, to deteriorate, metamorphosis,
6	2626	辩护	biàn hù	to speak in defense of, to argue in favor of, to defend, to plead,
6	2627	辩解	biàn jiě	to explain, to justify, to defend (a point of view etc), to provide an explanation, to try to defend oneself,
6	2628	辩证	biàn zhèng	to investigate, dialectical,
6	2629	辨认	biàn rèn	to recognize, to identify,
6	2630	辫子	biàn zi	plait, braid, pigtail, a mistake or shortcoming that may be exploited by an opponent, handle, CL:根,條|条[tiáo],
6	2631	标本	biāo běn	specimen, sample, the root cause and symptoms of a disease,
6	2632	标记	biāo jì	sign, mark, symbol, to mark up,
6	2633	标题	biāo tí	title, heading, headline, caption, subject,
6	2634	飙升	biāo shēng	to rise rapidly, to soar,
6	2635	表决	biǎo jué	to decide by vote, to vote,
6	2636	表态	biǎo tài	to declare one's position, to say where one stands,
6	2637	表彰	biǎo zhāng	to honor, to commend, to cite (in dispatches),
6	2638	憋	biē	to choke, to stifle, to restrain, to hold back, to hold in (urine), to hold (one's breath),
6	2639	别墅	bié shù	villa, CL:幢,座[zuò],
6	2640	别致	bié zhì	variant of 別緻|别致[bié zhì],
6	2641	别扭	biè niu	awkward, difficult, uncomfortable, not agreeing, at loggerheads, gauche, awkward (writing or speech),
6	2642	濒临	bīn lín	on the verge of, close to,
6	2643	冰雹	bīng báo	hail, hailstone, CL:場|场,粒[lì],
6	2644	并存	bìng cún	to exist at the same time, to coexist,
6	2645	并非	bìng fēi	really isn't,
6	2646	并列	bìng liè	to stand side by side, to be juxtaposed,
6	2647	拨打	bō dǎ	to call, to dial,
6	2648	播放	bō fàng	to broadcast, to transmit,
6	2649	播种	bō zhǒng	to sow seeds, sowing, seed,
6	2650	波浪	bō làng	wave,
6	2651	波涛汹涌	bō tāo xiōng yǒng	waves surging forth, roaring sea,
6	2652	剥削	bō xuē	to exploit, exploitation,
6	2653	博大精深	bó dà jīng shēn	wide-ranging and profound, broad and deep,
6	2654	博览会	bó lǎn huì	exposition, international fair,
6	2655	搏斗	bó dòu	to wrestle, to fight, to struggle,
6	2656	伯母	bó mǔ	wife of father's elder brother, aunt, (polite form of address for a woman who is about the age of one's mother), CL:個|个[gè],
6	2657	薄弱	bó ruò	weak, frail,
6	2658	不顾	bù gù	in spite of, regardless of,
6	2659	不愧	bù kuì	to be worthy of, to deserve to be called, to prove oneself to be,
6	2660	不料	bù liào	unexpectedly, to one's surprise,
6	2661	不像话	bù xiàng huà	unreasonable, shocking, outrageous,
6	2662	不屑一顾	bù xiè yī gù	to disdain as beneath contempt,
6	2663	补偿	bǔ cháng	to compensate, to make up,
6	2664	补救	bǔ jiù	to remedy,
6	2665	补贴	bǔ tiē	to subsidize, subsidy, allowance,
6	2666	哺乳	bǔ rǔ	breast feeding, to suckle, to nurse,
6	2667	捕捉	bǔ zhuō	to catch, to seize, to capture,
6	2668	不得已	bù dé yǐ	to act against one's will, to have no alternative but to, to have to, to have no choice, must,
6	2669	不妨	bù fáng	there is no harm in, might as well,
6	2670	不敢当	bù gǎn dāng	lit. I dare not (accept the honor); fig. I don't deserve your praise, you flatter me,
6	2671	不禁	bù jīn	can't help (doing sth), can't refrain from,
6	2672	不堪	bù kān	cannot bear, cannot stand, utterly, extremely,
6	2673	不可思议	bù kě sī yì	inconceivable (idiom); unimaginable, unfathomable,
6	2674	不时	bù shí	from time to time, now and then, occasionally,
6	2675	不惜	bù xī	not stint, not spare, not hesitate (to do sth), not scruple (to do sth),
6	2676	不相上下	bù xiāng shàng xià	equally matched, about the same,
6	2677	不言而喻	bù yán ér yù	it goes without saying, it is self-evident,
6	2678	不由得	bù yóu de	can't help, cannot but,
6	2679	不择手段	bù zé shǒu duàn	by fair means or foul, by hook or by crook, unscrupulously,
6	2680	不止	bù zhǐ	incessantly, without end, more than, not limited to,
6	2681	布告	bù gào	posting on a bulletin board, notice, bulletin, to announce,
6	2682	布局	bù jú	arrangement, composition, layout, opening (chess jargon),
6	2683	布置	bù zhì	to put in order, to arrange, to decorate, to fix up, to deploy,
6	2684	步伐	bù fá	pace, (measured) step, march,
6	2685	部署	bù shǔ	to dispose, to deploy, deployment,
6	2686	部位	bù wèi	position, place,
6	2687	才干	cái gàn	ability, competence,
6	2688	财富	cái fù	wealth, riches,
6	2689	财务	cái wù	financial affairs,
6	2690	财政	cái zhèng	finances (public), financial,
6	2691	裁缝	cái féng	tailor, dressmaker,
6	2692	裁判	cái pàn	judgment, to referee, umpire, judge, referee, CL:個|个,位,名[míng],
6	2693	裁员	cái yuán	to cut staff, to lay off employees,
6	2694	采购	cǎi gòu	to procure (for an enterprise etc), to purchase,
6	2695	采集	cǎi jí	to gather, to collect, to harvest,
6	2696	采纳	cǎi nà	to accept, to adopt,
6	2697	彩票	cǎi piào	lottery ticket,
6	2698	参谋	cān móu	staff officer, to give advice,
6	2699	参照	cān zhào	to consult a reference, to refer to (another document),
6	2700	残酷	cán kù	cruel, cruelty,
6	2701	残留	cán liú	to remain, left over, surplus, remnant,
6	2702	残忍	cán rěn	cruel, mean, merciless, ruthless,
6	2703	灿烂	càn làn	to glitter, brilliant, splendid,
6	2704	舱	cāng	cabin, the hold of a ship or airplane,
6	2705	苍白	cāng bái	pale, wan,
6	2706	仓促	cāng cù	all of a sudden, hurriedly,
6	2707	仓库	cāng kù	depot, storehouse, warehouse,
6	2708	操劳	cāo láo	to work hard, to look after,
6	2709	操练	cāo liàn	drill, practice,
6	2710	操纵	cāo zòng	to operate, to control, to rig, to manipulate,
6	2711	操作	cāo zuò	to work, to operate, to manipulate,
6	2712	嘈杂	cáo zá	noisy, clamorous,
6	2713	草案	cǎo àn	draft (legislation, proposal etc),
6	2714	草率	cǎo shuài	careless, negligent, sloppy, not serious,
6	2715	策划	cè huà	to plot, to scheme, to bring about, to engineer, planning, producer, planner,
6	2716	策略	cè lvè	tactics, to be tactful,
6	2717	测量	cè liáng	survey, to measure, to gauge, to determine,
6	2718	侧面	cè miàn	lateral side, side, aspect, profile,
6	2719	层出不穷	céng chū bù qióng	more and more emerge, innumerable succession, breeding like flies (idiom),
6	2720	层次	céng cì	arrangement of ideas, administrative level, level, stage, phase,
6	2721	差距	chā jù	disparity, gap,
6	2722	查获	chá huò	to investigate and capture (a criminal), to ferret out, to hunt down and arrest,
6	2723	岔	chà	fork in road, bifurcation, branch in road, river, mountain range etc, to branch off, to turn off, to diverge, to stray (from the path), to change the subject, to interrupt, to stagger (times),
6	2724	刹那	chà nà	an instant (Sanskrit: ksana), split second, the twinkling of an eye,
6	2725	诧异	chà yì	flabbergasted, astonished,
6	2726	柴油	chái yóu	diesel fuel,
6	2727	搀	chān	to assist by the arm, to mix, to support, to sustain,
6	2728	馋	chán	gluttonous, greedy, to have a craving,
6	2729	缠绕	chán rào	twisting, to twine, to wind, to pester, to bother,
6	2730	产业	chǎn yè	industry, estate, property, industrial,
6	2731	阐述	chǎn shù	to expound (a position), to elaborate (on a topic), to treat (a subject),
6	2732	颤抖	chàn dǒu	to shudder, to shiver, to shake, to tremble,
6	2733	猖狂	chāng kuáng	savage, furious,
6	2734	昌盛	chāng shèng	prosperous,
6	2735	尝试	cháng shì	to try, to attempt, CL:次[cì],
6	2736	偿还	cháng huán	to repay, to reimburse,
6	2737	常年	cháng nián	all year round, for years on end, average year,
6	2738	常务	cháng wù	routine, everyday business, daily operation (of a company),
6	2739	场合	chǎng hé	situation, occasion,
6	2740	场面	chǎng miàn	scene, spectacle, occasion, situation,
6	2741	场所	chǎng suǒ	location, place,
6	2742	敞开	chǎng kāi	to open wide, unrestrictedly,
6	2743	倡导	chàng dǎo	to advocate, to initiate, to propose, to be a proponent of (an idea or school of thought),
6	2744	倡议	chàng yì	to suggest, to initiate, proposal, initiative,
6	2745	畅通	chàng tōng	unimpeded, free-flowing, straight path, unclogged, move without obstruction,
6	2746	畅销	chàng xiāo	to sell well, best seller, chart-topping,
6	2747	超级	chāo jí	super-, ultra-, hyper-,
6	2748	超越	chāo yuè	to surpass, to exceed, to transcend,
6	2749	钞票	chāo piào	paper money, a bill (e.g. 100 yuan), CL:張|张,扎[zā],
6	2750	潮流	cháo liú	tide, current, trend,
6	2751	潮湿	cháo shī	damp, moist,
6	2752	嘲笑	cháo xiào	to jeer at, to deride, to ridicule, mockery, derision,
6	2753	撤退	chè tuì	to retreat,
6	2754	撤销	chè xiāo	to repeal, to revoke, to undo (computing),
6	2755	沉淀	chén diàn	to settle, to precipitate (solid sediment out of a solution),
6	2756	沉闷	chén mèn	oppressive (of weather), heavy, depressed, not happy,
6	2757	沉思	chén sī	to contemplate, to ponder, contemplation, meditation,
6	2758	沉重	chén zhòng	heavy, hard, serious, critical,
6	2759	沉着	chén zhuó	steady, calm and collected, not nervous,
6	2760	陈旧	chén jiù	old-fashioned,
6	2761	陈列	chén liè	to display, to exhibit,
6	2762	陈述	chén shù	an assertion, to declare, to state,
6	2763	称心如意	chèn xīn rú yì	after one's heart (idiom); gratifying and satisfactory, everything one could wish,
6	2764	称号	chēng hào	name, term of address, title,
6	2765	盛	chéng	to hold, to contain, to ladle, to pick up with a utensil,
6	2766	橙	chéng	orange tree, orange (color),
6	2767	乘务员	chéng wù yuán	attendant on an airplane, train, boat etc,
6	2768	承办	chéng bàn	to undertake, to accept a contract,
6	2769	承包	chéng bāo	to contract, to undertake (a job),
6	2770	承诺	chéng nuò	to promise, to undertake to do something, commitment,
6	2771	城堡	chéng bǎo	castle, rook (chess piece),
6	2772	成本	chéng běn	(manufacturing, production etc) costs,
6	2773	成交	chéng jiāo	to complete a contract, to reach a deal,
6	2774	成天	chéng tiān	(coll.) all day long, all the time,
6	2775	成效	chéng xiào	effect, result,
6	2776	成心	chéng xīn	intentional, deliberate, on purpose,
6	2777	成员	chéng yuán	member,
6	2778	惩罚	chéng fá	penalty, punishment, to punish,
6	2779	诚挚	chéng zhì	sincere, cordial,
6	2780	澄清	chéng qīng	clear (of liquid), limpid, to clarify, to make sth clear, to be clear (about the facts),
6	2781	呈现	chéng xiàn	to appear, to emerge, to present (a certain appearance), to demonstrate,
6	2782	秤	chèng	steelyard, Roman balance, CL:臺|台[tái],
6	2783	吃苦	chī kǔ	to bear, hardships,
6	2784	吃力	chī lì	to entail strenuous effort, to toil at a task, strenuous, laborious, strain,
6	2785	迟缓	chí huǎn	slow, sluggish,
6	2786	迟疑	chí yí	to hesitate,
6	2787	持久	chí jiǔ	lasting, enduring, persistent, permanent, protracted, endurance, persistence, to last long,
6	2788	池塘	chí táng	pool, pond,
6	2789	赤道	chì dào	equator (of the earth or astronomical body),
6	2790	赤字	chì zì	(financial) deficit, red letter,
6	2791	冲动	chōng dòng	to have an urge, to be impetuous, impulse, urge,
6	2792	冲击	chōng jī	an attack, under attack, a shock,
6	2793	冲突	chōng tū	conflict, to conflict, clash of opposing forces, collision (of interests), contention,
6	2794	充当	chōng dāng	to serve as, to act as, to play the role of,
6	2795	充沛	chōng pèi	abundant, plentiful, vigorous,
6	2796	充实	chōng shí	rich, full, substantial, to enrich, to augment, to substantiate (an argument),
6	2797	充足	chōng zú	adequate, sufficient, abundant,
6	2798	崇拜	chóng bài	to worship, adoration,
6	2799	崇高	chóng gāo	majestic, sublime,
6	2800	崇敬	chóng jìng	to revere, high esteem,
6	2801	重叠	chóng dié	to overlap, to superimpose, to telescope, to run together, to duplicate, one over another, superposition, an overlap, redundancy, reduplication (in Chinese grammar, e.g. 散散步 to have a stroll),
6	2802	重阳节	Chóng yáng jié	Double Ninth or Yang Festival, 9th day of 9th lunar month,
6	2803	抽空	chōu kòng	to find the time to do sth,
6	2804	筹备	chóu bèi	preparations, to get ready for sth,
6	2805	踌躇	chóu chú	to hesitate,
6	2806	稠密	chóu mì	dense,
6	2807	丑恶	chǒu è	ugly, repulsive,
6	2808	出路	chū lù	a way out (of a difficulty etc),
6	2809	出卖	chū mài	to offer for sale, to sell, to sell out or betray,
6	2810	出身	chū shēn	to be born of, to come from, family background, class origin,
6	2811	出神	chū shén	entranced, Trance (music genre),
6	2812	出息	chū xi	future prospects, profit, to mature, to grow up,
6	2813	出洋相	chū yáng xiàng	to make a fool of oneself,
6	2814	初步	chū bù	initial, preliminary, tentative,
6	2815	储备	chǔ bèi	reserves, to store up,
6	2816	储存	chǔ cún	stockpile, to store, to stockpile, storage,
6	2817	储蓄	chǔ xù	to deposit money, to save, savings,
6	2818	处分	chǔ fèn	to discipline sb, to punish, disciplinary action, to deal with (a matter), CL:個|个[gè],
6	2819	处境	chǔ jìng	plight, unfavorable situation,
6	2820	处置	chǔ zhì	to handle, to take care of, to punish,
6	2821	触犯	chù fàn	to offend,
6	2822	穿越	chuān yuè	to pass through, to cross, to overcome,
6	2823	川流不息	chuān liú bù xī	the stream flows without stopping (idiom); unending flow,
6	2824	船舶	chuán bó	shipping, boats,
6	2825	传达	chuán dá	to pass on, to convey, to relay, to transmit, transmission,
6	2826	传单	chuán dān	leaflet, flier, pamphlet,
6	2827	传授	chuán shòu	to impart, to pass on, to teach,
6	2828	喘气	chuǎn qì	to breathe deeply, to pant,
6	2829	串	chuàn	to string together, to mix up, to conspire, to rove, to make a swift or abrupt linear movement (like a bead on an abacus), to move across, bunch or cluster, string (computing), classifier for rows or strings,
6	2830	床单	chuáng dān	bed sheet, CL:條|条,件,張|张,床[chuáng],
6	2831	创立	chuàng lì	to establish, to set up, to found,
6	2832	创新	chuàng xīn	innovation, to bring forth new ideas, to blaze new trails,
6	2833	创业	chuàng yè	to begin an undertaking, to start a major task, to initiate, to venture, venture, entrepreneurship,
6	2834	创作	chuàng zuò	to create, to produce, to write, creative work, creation, CL:個|个[gè],
6	2835	吹牛	chuī niú	to talk big, to shoot off one's mouth, to chat (dialect),
6	2836	吹捧	chuī pěng	to flatter, to laud sb's accomplishments, adulation,
6	2837	锤	chuí	hammer, to hammer into shape, weight (e.g. of a steelyard or balance),
6	2838	垂直	chuí zhí	perpendicular, vertical,
6	2839	纯粹	chún cuì	purely,
6	2840	纯洁	chún jié	pure, clean and honest, to purify,
6	2841	词汇	cí huì	vocabulary, list of words (e.g. for language teaching purposes),
6	2842	慈祥	cí xiáng	kindly, benevolent (often of older person),
6	2843	雌雄	cí xióng	male and female,
6	2844	刺	cì	thorn, sting, thrust, to prick, to pierce, to stab, to assassinate, to murder,
6	2845	次品	cì pǐn	substandard products, defective, seconds,
6	2846	次序	cì xù	sequence, order,
6	2847	伺候	cì hòu	to serve, to wait upon,
6	2848	丛	cóng	cluster, collection, collection of books, thicket,
6	2849	从容不迫	cóng róng bù pò	calm, unruffled,
6	2850	凑合	còu he	to bring together, to make do in a bad situation, to just get by, to improvise, passable, not too bad,
6	2851	粗鲁	cū lǔ	crude, coarse, rough,
6	2852	窜	cuàn	to flee, to scuttle, to exile or banish, to amend or edit,
6	2853	摧残	cuī cán	to ravage, to ruin,
6	2854	脆弱	cuì ruò	weak, frail,
6	2855	搓	cuō	to rub or roll between the hands or fingers, to twist,
6	2856	磋商	cuō shāng	to consult, to discuss seriously, to negotiate, to confer, negotiations, consultations,
6	2857	挫折	cuò zhé	setback, reverse, check, defeat, frustration, disappointment, to frustrate, to discourage, to set sb back, to blunt, to subdue,
6	2858	搭	dā	to put up, to build (scaffolding), to hang (clothes on a pole), to connect, to join, to arrange in pairs, to match, to add, to throw in (resources), to take (boat, train),
6	2859	搭档	dā dàng	to cooperate, partner,
6	2860	搭配	dā pèi	to pair up, to match, to arrange in pairs, to add sth into a group,
6	2861	答辩	dá biàn	to reply (to an accusation), to defend one's dissertation,
6	2862	答复	dá fù	to answer, to reply, Reply to: (in email header),
6	2863	达成	dá chéng	to reach (an agreement), to accomplish,
6	2864	打包	dǎ bāo	to wrap, to pack, to ask for a doggy bag (at a restaurant),
6	2865	打官司	dǎ guān si	to file a lawsuit, to sue, to dispute,
6	2866	打击	dǎ jī	to hit, to strike, to attack, to crack down on sth, a setback, a blow, percussion (music),
6	2867	打架	dǎ jià	to fight, to scuffle, to come to blows, CL:場|场[cháng],
6	2868	打量	dǎ liang	to size sb up, to take measure of, to suppose, to reckon,
6	2869	打猎	dǎ liè	to go hunting,
6	2870	打仗	dǎ zhàng	to fight a battle, to go to war,
6	2871	大不了	dà bù liǎo	at worst, if worst comes to worst, serious, alarming,
6	2872	大臣	dà chén	chancellor (of a monarchy), cabinet minister,
6	2873	大伙儿	dà huǒ r	erhua variant of 大伙[dà huǒ],
6	2874	大厦	dà shà	large building, edifice, mansion, CL:座[zuò],
6	2875	大肆	dà sì	wantonly, without restraint (of enemy or malefactor), unbridled,
6	2876	大体	dà tǐ	in general, more or less, in rough terms, basically, on the whole,
6	2877	大意	dà yi	careless,
6	2878	大致	dà zhì	more or less, roughly, approximately,
6	2879	歹徒	dǎi tú	evil-doer, malefactor, gangster, hoodlum,
6	2880	带领	dài lǐng	to guide, to lead,
6	2881	代价	dài jià	price, cost, consideration (in share dealing),
6	2882	代理	dài lǐ	to act on behalf of sb in a responsible position, to act as an agent or proxy, surrogate,
6	2883	逮捕	dài bǔ	to arrest, to apprehend, an arrest,
6	2884	怠慢	dài màn	to slight, to neglect,
6	2885	担保	dān bǎo	to guarantee, to vouch for,
6	2886	胆怯	dǎn qiè	timid, cowardly,
6	2887	淡季	dàn jì	off season, slow business season, see also 旺季[wàng jì],
6	2888	淡水	dàn shuǐ	potable water (water with low salt content), fresh water,
6	2889	蛋白质	dàn bái zhì	protein,
6	2890	诞辰	dàn chén	birthday,
6	2891	诞生	dàn shēng	to be born,
6	2892	当场	dāng chǎng	at the scene, on the spot,
6	2893	当初	dāng chū	at that time, originally,
6	2894	当面	dāng miàn	to sb's face, in sb's presence,
6	2895	当前	dāng qián	current, today's, modern, present, to be facing (us),
6	2896	当事人	dāng shì rén	persons involved or implicated, party (to an affair),
6	2897	当务之急	dāng wù zhī jí	top priority job, matter of vital importance,
6	2898	当心	dāng xīn	to take care, to look out,
6	2899	当选	dāng xuǎn	to be elected,
6	2900	党	dǎng	party, association, club, society, CL:個|个[gè],
6	2901	档案	dàng àn	file, record, archive,
6	2902	档次	dàng cì	grade, class, quality, level,
6	2903	岛屿	dǎo yǔ	island,
6	2904	倒闭	dǎo bì	to go bankrupt, to close down,
6	2905	导弹	dǎo dàn	guided missile, cruise missile, missile, CL:枚[méi],
6	2906	导航	dǎo háng	navigation,
6	2907	导向	dǎo xiàng	to be oriented towards, orientation,
6	2908	捣乱	dǎo luàn	to disturb, to look for trouble, to stir up a row, to bother sb intentionally,
6	2909	稻谷	dào gǔ	rice crops,
6	2910	盗窃	dào qiè	to steal,
6	2911	得不偿失	dé bù cháng shī	(saying) the gains do not make up for the losses,
6	2912	得力	dé lì	able, capable, competent, efficient,
6	2913	得天独厚	dé tiān dú hòu	(of an area) rich in resources, (of a person) gifted or able (idiom),
6	2914	得罪	dé zuì	to commit an offense, to violate the law, excuse me! (formal), see also 得罪[dé zui],
6	2915	蹬	dēng	to step on, to tread on, to wear, Taiwan pr. [dèng],
6	2916	灯笼	dēng lóng	lantern,
6	2917	登陆	dēng lù	to land, to come ashore, to make landfall (of typhoon etc), to log in,
6	2918	登录	dēng lù	to register, to log in,
6	2919	等级	děng jí	grade, rank, status,
6	2920	瞪	dèng	to open (one's eyes) wide, to stare at, to glare at,
6	2921	堤坝	dī bà	dam,
6	2922	敌视	dí shì	hostile, malevolence, antagonism, to view as enemy, to stand against,
6	2923	抵达	dǐ dá	to arrive, to reach (a destination),
6	2924	抵抗	dǐ kàng	to resist, resistance,
6	2925	抵制	dǐ zhì	to resist, to boycott, to refuse (to cooperate), to reject, resistance, refusal,
6	2926	递增	dì zēng	to increase by degrees, in increasing order, incremental, progressive,
6	2927	地步	dì bù	condition, situation, plight, extent, room for action,
6	2928	地势	dì shì	terrain, topography relief,
6	2929	地质	dì zhì	geology,
6	2930	颠簸	diān bǒ	to shake, to jolt, to bump,
6	2931	颠倒	diān dǎo	to turn upside-down, to reverse, back-to-front, confused, deranged, crazy,
6	2932	点缀	diǎn zhuì	to decorate, to adorn, sprinkled, studded, only for show,
6	2933	典礼	diǎn lǐ	celebration, ceremony,
6	2934	典型	diǎn xíng	model, typical case, archetype, typical, representative,
6	2935	垫	diàn	pad, cushion, mat, to pad out, to fill a gap, to pay for sb, to advance (money),
6	2936	电源	diàn yuán	electric power source,
6	2937	奠定	diàn dìng	to establish, to fix, to settle,
6	2938	惦记	diàn jì	to think of, to keep thinking about, to be concerned about,
6	2939	叼	diāo	to hold in the mouth,
6	2940	雕刻	diāo kè	to carve, to engrave, carving,
6	2941	雕塑	diāo sù	a statue, a Buddhist image, sculpture, to carve,
6	2942	吊	diào	a string of 100 cash (arch.), to lament, to condole with,
6	2943	调动	diào dòng	to transfer, to maneuver (troops etc), to mobilize, to bring into play,
6	2944	跌	diē	to drop, to fall, to tumble, Taiwan pr. [dié],
6	2945	盯	dīng	to watch attentively, to fix attention on, to stare, to gaze, to follow, to shadow sb,
6	2946	叮嘱	dīng zhǔ	to warn repeatedly, to urge, to exhort again and again,
6	2947	定期	dìng qī	regularly, at regular intervals,
6	2948	定义	dìng yì	definition,
6	2949	丢人	diū rén	to lose face,
6	2950	丢三落四	diū sān là sì	forgetful, empty-headed,
6	2951	东道主	dōng dào zhǔ	host, official host (e.g. venue for games or a conference),
6	2952	东张西望	dōng zhāng xī wàng	to look in all directions (idiom), to glance around,
6	2953	董事长	dǒng shì zhǎng	chairman of the board, chairman,
6	2954	栋	dòng	classifier for houses or buildings, ridgepole (old),
6	2955	冻结	dòng jié	to freeze (loan, wage, price etc),
6	2956	洞穴	dòng xué	cave, cavern,
6	2957	动荡	dòng dàng	unrest (social or political), turmoil, upheaval, commotion,
6	2958	动机	dòng jī	motor, locomotive, motive, motivation, intention,
6	2959	动静	dòng jìng	sound of activity or people talking, news of activity,
6	2960	动力	dòng lì	power, motion, propulsion, force,
6	2961	动脉	dòng mài	artery,
6	2962	动身	dòng shēn	to go on a journey, to leave,
6	2963	动手	dòng shǒu	to set about (a task), to hit, to punch, to touch,
6	2964	动态	dòng tài	development, trend, dynamic state, movement, moving,
6	2965	动员	dòng yuán	to mobilize, to arouse, mobilization, CL:次,個|个[gè],
6	2966	兜	dōu	pocket, bag, to wrap up or hold in a bag, to move in a circle, to canvas or solicit, to take responsibility for, to disclose in detail, combat armor (old),
6	2967	陡峭	dǒu qiào	precipitous,
6	2968	斗争	dòu zhēng	a struggle, fight, battle,
6	2969	督促	dū cù	to supervise and urge completion of a task, to urge on,
6	2970	都市	dū shì	city, metropolis,
6	2971	独裁	dú cái	dictatorship,
6	2972	毒品	dú pǐn	drugs, narcotics, poison,
6	2973	赌博	dǔ bó	to gamble,
6	2974	堵塞	dǔ sè	to block, to stop, blockage,
6	2975	杜绝	dù jué	to put an end to,
6	2976	端	duān	end, extremity, item, port, to hold sth level with both hands, to carry, regular,
6	2977	端午节	Duān wǔ jié	the Dragon Boat Festival (5th day of the 5th lunar month),
6	2978	端正	duān zhèng	upright, regular, proper, correct,
6	2979	短促	duǎn cù	short in time, fleeting, brief,
6	2980	断定	duàn dìng	to conclude, to determine, to come to a judgment,
6	2981	断断续续	duàn duàn xù xù	intermittent, off and on, discontinuous, stop-go, stammering, disjointed, inarticulate,
6	2982	断绝	duàn jué	to sever, to break off,
6	2983	堆积	duī jī	to pile up, to heap, accumulation,
6	2984	对策	duì cè	countermeasure for dealing with a situation,
6	2985	对称	duì chèn	symmetry, symmetrical,
6	2986	对付	duì fu	to handle, to deal with, to cope, to get by with,
6	2987	对抗	duì kàng	to withstand, to resist, to stand off, antagonism, confrontation,
6	2988	对立	duì lì	to oppose, to set sth against, to be antagonistic to, antithetical, relative opposite, opposing, diametrical,
6	2989	对联	duì lián	rhyming couplet, pair of lines of verse written vertically down the sides of a doorway, CL:幅[fú],
6	2990	对应	duì yìng	to correspond, a correspondence, corresponding, homologous, matching with sth, counterpart,
6	2991	对照	duì zhào	to contrast, to compare, to place side by side for comparison (as parallel texts), to check,
6	2992	兑换	duì huàn	to convert, to exchange,
6	2993	兑现	duì xiàn	(of a cheque etc) to cash, to honor a commitment,
6	2994	队伍	duì wǔ	ranks, troops, CL:個|个[gè],
6	2995	顿时	dùn shí	immediately, suddenly,
6	2996	多元化	duō yuán huà	diversification, pluralism, to diversify,
6	2997	哆嗦	duō suo	to tremble, to shiver, uncontrolled shaking of the body,
6	2998	堕落	duò luò	to morally degenerate, to become depraved, a fall from grace, a fall into sin or depravity,
6	2999	额外	é wài	extra, added, additional,
6	3000	恶心	è xīn	bad habit, vicious habit, vice,
6	3001	恶化	è huà	to worsen,
6	3002	遏制	è zhì	to check, to contain, to hold back, to keep within limits, to constrain, to restrain,
6	3003	恩怨	ēn yuàn	(feeling of) resentment, (longstanding) grudge,
6	3004	而已	ér yǐ	that's all, nothing more,
6	3005	耳环	ěr huán	earring, CL:隻|只,對|对[duì],
6	3006	二氧化碳	èr yǎng huà tàn	carbon dioxide CO2,
6	3007	发布	fā bù	to release, to issue, to announce, to distribute,
6	3008	发财	fā cái	to get rich,
6	3009	发呆	fā dāi	to stare blankly, to be stunned, to be lost in thought,
6	3010	发动	fā dòng	to start, to launch, to unleash, to mobilize, to arouse,
6	3011	发火	fā huǒ	to catch fire, to ignite, to detonate, to get angry,
6	3012	发觉	fā jué	to find, to detect, to discover,
6	3013	发射	fā shè	to shoot (a projectile), to fire (a rocket), to launch, to emit (a particle), to discharge, emanation, emission,
6	3014	发誓	fā shì	to vow, to pledge, to swear,
6	3015	发行	fā xíng	to publish, to issue (stocks, currency etc), to release, to distribute (a film),
6	3016	发炎	fā yán	to become inflamed, inflammation,
6	3017	发扬	fā yáng	to develop, to make full use of,
6	3018	发育	fā yù	to develop, growth, development,
6	3019	法人	fǎ rén	legal person, corporation, see also 自然人[zì rán rén],
6	3020	番	fān	foreign, ethnic groups from outside China, (when used after a verb) times or fold, classifier for the number of iterations of an action or deed etc,
6	3021	繁华	fán huá	flourishing, bustling,
6	3022	繁忙	fán máng	busy, bustling,
6	3023	繁体字	fán tǐ zì	traditional Chinese character,
6	3024	繁殖	fán zhí	to breed, to reproduce, to propagate,
6	3025	反驳	fǎn bó	to retort, to refute,
6	3026	反常	fǎn cháng	unusual, abnormal,
6	3027	反倒	fǎn dào	but on the contrary, but expectedly,
6	3028	反动	fǎn dòng	reaction, reactionary,
6	3029	反感	fǎn gǎn	to be disgusted with, to dislike, bad reaction, antipathy,
6	3030	反抗	fǎn kàng	to resist, to rebel,
6	3031	反馈	fǎn kuì	to send back information, feedback,
6	3032	反面	fǎn miàn	reverse side, backside, the other side (of a problem etc), negative, bad,
6	3033	反射	fǎn shè	to reflect, reflection (from a mirror etc), reflex (i.e. automatic reaction of organism),
6	3034	反思	fǎn sī	to think back over sth, to review, to revisit, to rethink, reflection, reassessment,
6	3035	反问	fǎn wèn	to ask (a question) in reply, to answer a question with a question, rhetorical question,
6	3036	反之	fǎn zhī	on the other hand..., conversely...,
6	3037	范畴	fàn chóu	category,
